ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260520,115/05/20,247780228363.0,27.26,9090709000.0
00988A,20260520,115/05/19,36379439989.0,18.19,1999937000.0
00990A,20260520,2026/05/19,30252356871.0,16.71,1810522000.0
00992A,20260520,,48133922572.0,16.7,2882955000.0
00982A,20260520,,49337666174.0,21.04,2344436000.0
00991A,20260520,2026/05/20,44681076240.0,16.89,2645416000.0
