ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260519,115/05/19,249920948526.0,27.49,9090709000.0
00988A,20260519,115/05/18,36971066394.0,18.49,1999937000.0
00990A,20260519,2026/05/18,30637871638.0,16.93,1810022000.0
00992A,20260519,,48379497493.0,16.78,2882955000.0
00982A,20260519,,49847237088.0,21.26,2344436000.0
00991A,20260519,2026/05/19,45045496960.0,17.06,2640416000.0
