Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,8.75,8218000,00981A
2383,台光電,7.77,3681000,00981A
3653,健策,6.18,2198000,00981A
2308,台達電,6.11,5839000,00981A
2345,智邦,5.6,4902000,00981A
3017,奇鋐,5.22,3727000,00981A
3665,貿聯-KY,5.06,3812848,00981A
2368,金像電,4.8,7389000,00981A
6223,旺矽,4.31,1720000,00981A
2454,聯發科,3.81,3194000,00981A
8046,南電,3.74,8972000,00981A
3037,欣興,3.45,9287000,00981A
5274,信驊,2.93,351000,00981A
2327,國巨*,2.34,14288000,00981A
6669,緯穎,2.09,923000,00981A
6515,穎崴,1.99,357000,00981A
3711,日月光投控,1.79,7419000,00981A
6805,富世達,1.7,1646000,00981A
6510,精測,1.7,781000,00981A
6274,台燿,1.53,3019000,00981A
2449,京元電子,1.52,10180000,00981A
3661,世芯-KY,1.42,673000,00981A
2303,聯電,1.22,29889000,00981A
8358,金居,1.14,5558000,00981A
3211,順達,0.84,3880000,00981A
2317,鴻海,0.77,6715000,00981A
3189,景碩,0.73,2862000,00981A
5439,高技,0.61,2791000,00981A
6147,頎邦,0.58,7884000,00981A
8210,勤誠,0.55,1019000,00981A
2404,漢唐,0.55,1058000,00981A
3264,欣銓,0.52,4745000,00981A
3443,創意,0.52,271000,00981A
1303,南亞,0.37,8015000,00981A
4979,華星光,0.34,1037000,00981A
8996,高力,0.33,535000,00981A
6187,萬潤,0.33,461000,00981A
6488,環球晶,0.3,949000,00981A
3583,辛耘,0.23,527000,00981A
7769,鴻勁,0.23,95000,00981A
6191,精成科,0.22,3865000,00981A
2481,強茂,0.2,3651000,00981A
3376,新日興,0.18,1561000,00981A
6415,矽力*-KY,0.14,660000,00981A
3324,雙鴻,0.1,170000,00981A
2313,華通,0.1,764000,00981A
3217,優群,0.07,780000,00981A
2002,中鋼,0.05,5160000,00981A
3008,大立光,0.02,15000,00981A
1319,東陽,0.02,508000,00981A
1815,富喬,0.01,107000,00981A
2357,華碩,0.0,15000,00981A
2439,美律,0.0,15000,00981A
5347,世界,0.0,61000,00981A
LITE US,LUMENTUM HOLDINGS INC.lite us,6.34,53000,00988A
SNDK US,SANDISK CORP,4.44,34400,00988A
CIEN US,CIENA CORP,3.4,47000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,3.25,130000,00988A
BE US,BLOOM ENERGY CORP- A,3.16,100000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.11,41177,00988A
MU US,MICRON TECHNOLOGY INC,3.02,47000,00988A
6515,穎崴,2.92,60000,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.87,72000,00988A
GLW US,CORNING INC,2.85,120700,00988A
COHR US,COHERENT INC,2.8,57000,00988A
2383,台光電,2.58,144000,00988A
3017,奇鋐,2.5,215000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.49,115000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),2.44,60000,00988A
3037,欣興,2.42,750000,00988A
2308,台達電,2.35,257000,00988A
GEV US,GE VERNOVA INC,2.32,16400,00988A
FORM US,FORMFACTOR INC,2.13,105000,00988A
ENR GY,SIEMENS ENERGY AG,2.11,75000,00988A
2454,聯發科,2.11,222000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),2.09,44000,00988A
5274,信驊,2.08,30000,00988A
3110 JP,NITTO BOSEKI CO LTD,2.07,87000,00988A
005930 KS,samsung electronics co ltd(005930 KS),2.04,95000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,2.02,60000,00988A
WDC US,WESTERN DIGITAL CORP,1.92,35000,00988A
TER US,TERADYNE INC,1.9,35000,00988A
7826 JP,FURUYA METAL CO LTD,1.73,260000,00988A
2330,台積電,1.65,177000,00988A
HOT GY,HOCHTIEF AG,1.52,20000,00988A
285A JP,KIOXIA HOLDINGS CORP,1.47,50000,00988A
AIXA GY,AIXTRON SE,1.46,192539,00988A
AVGO US,BROADCOM LTD,1.44,25000,00988A
3711,日月光投控,1.29,600000,00988A
SOI FP,S.O.I.T.E.C.,1.16,68198,00988A
5803 JP,FUJIKURA LTD,1.11,210000,00988A
2360,致茂,1.1,120000,00988A
VIAV US,VIAVI SOLUTIONS INC,0.95,150000,00988A
6997 JP,NIPPON CHEMI-CON CORP,0.91,430000,00988A
HOOD US,ROBINHOOD MARKETS INC - A,0.86,70000,00988A
NVDA US,NVIDIA CORP(輝達公司),0.86,30000,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.85,220000,00988A
ONTO US,ONTO INNOVATION INC,0.83,20000,00988A
268A JP,RIGAKU HOLDINGS CORP,0.75,300000,00988A
AXTI US,AXT INC,0.73,68000,00988A
BKSY US,BLACKSKY TECHNOLOGY INC,0.59,105224,00988A
RKLB US,ROCKET LAB USA INC,0.5,40000,00988A
NBIS US,NEBIUS GROUP NV,0.45,20000,00988A
SMHN GY,SUSS MICROTEC SE,0.0,100,00988A
LITE US,LUMENTUM HOLDINGS INC,7.25,70985,00990A
SNDK US,SANDISK CORP,4.92,44593,00990A
2308,台達電,4.91,628000,00990A
2330,台積電,3.95,497000,00990A
MU US,MICRON TECHNOLOGY INC,3.9,71171,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,3.12,118182,00990A
BE US,BLOOM ENERGY CORP- A,2.94,109100,00990A
GLW US,CORNING INC,2.94,145895,00990A
TER US,TERADYNE INC,2.71,58500,00990A
5706 JP,MITSUI KINZOKU CO LTD,2.65,92300,00990A
CIEN US,CIENA CORP,2.61,42342,00990A
285A JP,KIOXIA HOLDINGS CORP,2.58,102900,00990A
