ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260601,115/06/01,289985798270.0,31.8,9117709000.0
00988A,20260601,115/05/29,48279279908.0,21.69,2225937000.0
00990A,20260601,2026/05/29,38291301216.0,19.9,1924022000.0
00992A,20260601,,51475176735.0,18.63,2762455000.0
00982A,20260601,,55116020854.0,24.39,2259936000.0
00991A,20260601,2026/06/01,59180802560.0,19.91,2972416000.0
