ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260701,115/07/01,296204111125.0,32.13,9217709000.0
00403A,20260701,115/07/01,174362030029.0,11.21,15552519000.0
00988A,20260701,115/06/30,64052463548.0,22.54,2841437000.0
00990A,20260701,2026/06/30,47769090703.0,21.13,2260522000.0
00992A,20260701,,44250438011.0,19.06,2321955000.0
00982A,20260701,,54170687657.0,25.1,2157936000.0
