ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260505,115/05/05,260747573102.0,29.37,8878209000.0
00988A,20260505,115/05/04,26670909910.0,17.83,1495937000.0
00990A,20260505,2026/05/04,29277579334.0,16.66,1757022000.0
00992A,20260505,,51581969283.0,17.98,2868455000.0
00982A,20260505,,43231187555.0,22.08,1957936000.0
00991A,20260505,2026/05/05,40399648320.0,17.52,2305916000.0
