Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.49,9113000,00981A
2383,台光電,8.02,3904000,00981A
3653,健策,6.03,2267000,00981A
2308,台達電,5.97,6024000,00981A
3665,貿聯-KY,5.43,3933848,00981A
2345,智邦,5.27,5057000,00981A
3017,奇鋐,5.16,3845000,00981A
2368,金像電,4.68,7389000,00981A
6223,旺矽,4.26,1774000,00981A
8046,南電,3.69,9256000,00981A
2454,聯發科,3.66,3295000,00981A
3037,欣興,3.39,9287000,00981A
5274,信驊,2.75,351000,00981A
2327,國巨*,2.11,14288000,00981A
6669,緯穎,2.03,952000,00981A
6515,穎崴,1.98,368000,00981A
3711,日月光投控,1.78,7654000,00981A
6805,富世達,1.62,1698000,00981A
6510,精測,1.51,781000,00981A
2449,京元電子,1.46,10503000,00981A
6274,台燿,1.44,3019000,00981A
3661,世芯-KY,1.38,694000,00981A
2303,聯電,1.14,30837000,00981A
8358,金居,1.03,5558000,00981A
2317,鴻海,0.78,6927000,00981A
3189,景碩,0.71,2952000,00981A
8210,勤誠,0.58,1051000,00981A
5439,高技,0.54,2880000,00981A
3443,創意,0.53,271000,00981A
6147,頎邦,0.53,7884000,00981A
2404,漢唐,0.53,1091000,00981A
3264,欣銓,0.48,4896000,00981A
8996,高力,0.32,535000,00981A
7769,鴻勁,0.23,97000,00981A
6191,精成科,0.21,3985000,00981A
3211,順達,0.18,916000,00981A
2481,強茂,0.18,3651000,00981A
3376,新日興,0.17,1561000,00981A
6415,矽力*-KY,0.14,660000,00981A
4966,譜瑞-KY,0.11,370000,00981A
6488,環球晶,0.1,332000,00981A
3324,雙鴻,0.09,170000,00981A
2313,華通,0.09,764000,00981A
3217,優群,0.07,780000,00981A
1303,南亞,0.06,1373000,00981A
2002,中鋼,0.05,5160000,00981A
3583,辛耘,0.03,57000,00981A
1319,東陽,0.02,508000,00981A
1815,富喬,0.01,107000,00981A
2357,華碩,0.0,15000,00981A
2439,美律,0.0,15000,00981A
4979,華星光,0.0,1000,00981A
5347,世界,0.0,61000,00981A
LITE US,LUMENTUM HOLDINGS INC.lite us,6.3,53000,00988A
SNDK US,SANDISK CORP,4.58,34400,00988A
BE US,BLOOM ENERGY CORP- A,3.6,115000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,3.26,130000,00988A
CIEN US,CIENA CORP,3.19,47000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.14,41177,00988A
MU US,MICRON TECHNOLOGY INC,3.12,47000,00988A
MRVL US,MARVELL TECHNOLOGY INC,3.0,140000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),2.81,68000,00988A
6515,穎崴,2.78,60000,00988A
GLW US,CORNING INC,2.77,120700,00988A
COHR US,COHERENT INC,2.72,57000,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.71,72000,00988A
2383,台光電,2.53,144000,00988A
GEV US,GE VERNOVA INC,2.52,16400,00988A
3017,奇鋐,2.5,215000,00988A
2454,聯發科,2.48,250000,00988A
3037,欣興,2.32,750000,00988A
2308,台達電,2.24,257000,00988A
ENR GY,SIEMENS ENERGY AG,2.14,75000,00988A
FORM US,FORMFACTOR INC,2.09,105000,00988A
5274,信驊,2.08,30000,00988A
3110 JP,NITTO BOSEKI CO LTD,2.04,87000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),2.03,44000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,1.96,60000,00988A
WDC US,WESTERN DIGITAL CORP,1.85,35000,00988A
TER US,TERADYNE INC,1.83,35000,00988A
7826 JP,FURUYA METAL CO LTD,1.75,280000,00988A
2330,台積電,1.57,177000,00988A
285A JP,KIOXIA HOLDINGS CORP,1.49,50000,00988A
HOT GY,HOCHTIEF AG,1.47,20000,00988A
AIXA GY,AIXTRON SE,1.44,192539,00988A
AVGO US,BROADCOM LTD,1.44,25000,00988A
SOI FP,S.O.I.T.E.C.,1.2,68198,00988A
3711,日月光投控,1.2,600000,00988A
5803 JP,FUJIKURA LTD,1.07,210000,00988A
2360,致茂,1.05,120000,00988A
6997 JP,NIPPON CHEMI-CON CORP,0.99,471300,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.95,220000,00988A
VIAV US,VIAVI SOLUTIONS INC,0.9,150000,00988A
HOOD US,ROBINHOOD MARKETS INC - A,0.84,70000,00988A
NVDA US,NVIDIA CORP(輝達公司),0.83,30000,00988A
ONTO US,ONTO INNOVATION INC,0.81,20000,00988A
AXTI US,AXT INC,0.8,68000,00988A
268A JP,RIGAKU HOLDINGS CORP,0.67,300000,00988A
