ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260626,115/06/26,277643558088.0,29.84,9304709000.0
00403A,20260626,115/06/26,165919228973.0,10.54,15744519000.0
00988A,20260626,115/06/25,63827121247.0,22.94,2782437000.0
00990A,20260626,2026/06/25,47259371448.0,21.33,2216022000.0
00992A,20260626,,42342666331.0,17.85,2371955000.0
00982A,20260626,,51034709858.0,23.56,2165936000.0
00991A,20260626,2026/06/26,65869729440.0,19.59,3362416000.0
