ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260525,115/05/25,285101240771.0,31.44,9067709000.0
00988A,20260525,115/05/22,40138747381.0,20.07,1999937000.0
00990A,20260525,2026/05/22,33267621838.0,18.48,1800522000.0
00992A,20260525,,54299511305.0,18.87,2877455000.0
00982A,20260525,,54934627280.0,23.77,2311436000.0
00991A,20260525,2026/05/25,51310387200.0,19.2,2672416000.0
