ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260429,115/04/29,236980413133.0,27.92,8489209000.0
00988A,20260429,115/04/28,23536082521.0,16.38,1436937000.0
00990A,20260429,2026/04/28,26828992206.0,15.4,1742522000.0
00992A,20260429,,49321920303.0,17.16,2874955000.0
00982A,20260429,,38868581436.0,20.89,1860436000.0
00991A,20260429,2026/04/29,37712078880.0,16.68,2260916000.0
