ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260616,115/06/16,290726612767.0,30.86,9420209000.0
00403A,20260616,115/06/16,178077530067.0,10.79,16506019000.0
00988A,20260616,115/06/15,58543491197.0,22.36,2618437000.0
00990A,20260616,2026/06/15,44652127197.0,20.76,2150522000.0
00992A,20260616,,47081998409.0,18.58,2533455000.0
00982A,20260616,,52854565596.0,24.06,2196936000.0
00991A,20260616,2026/06/16,62050380880.0,19.93,3113416000.0
