Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.02,8068000,00981A
2383,台光電,7.24,3358000,00981A
2308,台達電,6.4,5819000,00981A
3653,健策,6.35,2168000,00981A
2345,智邦,5.78,4840000,00981A
3017,奇鋐,5.13,3667000,00981A
2368,金像電,4.94,7389000,00981A
3665,貿聯-KY,4.89,3692848,00981A
6223,旺矽,4.58,1698000,00981A
8046,南電,3.81,8852000,00981A
3037,欣興,3.6,9287000,00981A
2454,聯發科,3.05,2674000,00981A
5274,信驊,2.92,351000,00981A
2327,國巨*,2.51,14238000,00981A
6515,穎崴,2.06,353000,00981A
3711,日月光投控,1.9,7369000,00981A
6669,緯穎,1.83,794000,00981A
6510,精測,1.75,781000,00981A
6805,富世達,1.67,1596000,00981A
6274,台燿,1.59,3019000,00981A
2449,京元電子,1.54,10050000,00981A
3661,世芯-KY,1.45,665000,00981A
2303,聯電,1.23,29505000,00981A
8358,金居,1.19,5558000,00981A
3211,順達,0.8,3860000,00981A
3189,景碩,0.73,2826000,00981A
5439,高技,0.66,2756000,00981A
6147,頎邦,0.58,7884000,00981A
2404,漢唐,0.58,1057000,00981A
8210,勤誠,0.56,1006000,00981A
3443,創意,0.55,271000,00981A
3264,欣銓,0.53,4715000,00981A
1303,南亞,0.39,8014000,00981A
4979,華星光,0.37,1037000,00981A
8996,高力,0.35,535000,00981A
6187,萬潤,0.33,456000,00981A
6488,環球晶,0.31,948000,00981A
6191,精成科,0.24,3864000,00981A
7769,鴻勁,0.23,94000,00981A
3583,辛耘,0.22,527000,00981A
2481,強茂,0.22,3650000,00981A
3376,新日興,0.19,1560000,00981A
6415,矽力*-KY,0.14,630000,00981A
3324,雙鴻,0.1,169000,00981A
2313,華通,0.1,714000,00981A
3217,優群,0.06,630000,00981A
2002,中鋼,0.06,5159000,00981A
3008,大立光,0.02,14000,00981A
1319,東陽,0.02,507000,00981A
1815,富喬,0.01,106000,00981A
2357,華碩,0,14000,00981A
2439,美律,0,14000,00981A
5347,世界,0,11000,00981A
LITE US,LUMENTUM HOLDINGS INC.lite us,6.88,53000,00988A
SNDK US,SANDISK CORP,4.56,34400,00988A
CIEN US,CIENA CORP,3.43,47000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,3.24,130000,00988A
BE US,BLOOM ENERGY CORP- A,3.17,100000,00988A
MU US,MICRON TECHNOLOGY INC,3.06,47000,00988A
6515,穎崴,2.98,60000,00988A
GLW US,CORNING INC,2.89,120700,00988A
COHR US,COHERENT INC,2.87,57000,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.83,72000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),2.69,40000,00988A
2383,台光電,2.55,144000,00988A
3017,奇鋐,2.47,215000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),2.39,60000,00988A
GEV US,GE VERNOVA INC,2.36,16400,00988A
3037,欣興,2.34,750000,00988A
2308,台達電,2.25,257000,00988A
FORM US,FORMFACTOR INC,2.19,105000,00988A
ENR GY,SIEMENS ENERGY AG,2.16,75000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),2.15,44000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.14,100000,00988A
3110 JP,NITTO BOSEKI CO LTD,2.12,87000,00988A
005930 KS,samsung electronics co ltd(005930 KS),2.02,95000,00988A
5274,信驊,1.99,30000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,1.94,60000,00988A
WDC US,WESTERN DIGITAL CORP,1.9,35000,00988A
TER US,TERADYNE INC,1.9,35000,00988A
2454,聯發科,1.75,200000,00988A
7826 JP,FURUYA METAL CO LTD,1.72,260000,00988A
2330,台積電,1.65,177000,00988A
HOT GY,HOCHTIEF AG,1.58,20000,00988A
AVGO US,BROADCOM LTD,1.45,25000,00988A
AIXA GY,AIXTRON SE,1.43,192539,00988A
285A JP,KIOXIA HOLDINGS CORP,1.39,50000,00988A
3711,日月光投控,1.28,600000,00988A
SOI FP,S.O.I.T.E.C.,1.16,68198,00988A
2360,致茂,1.13,120000,00988A
5803 JP,FUJIKURA LTD,1.06,210000,00988A
VIAV US,VIAVI SOLUTIONS INC,0.97,150000,00988A
6997 JP,NIPPON CHEMI-CON CORP,0.94,430000,00988A
HOOD US,ROBINHOOD MARKETS INC - A,0.93,70000,00988A
NVDA US,NVIDIA CORP(輝達公司),0.88,30000,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.86,220000,00988A
AXTI US,AXT INC,0.78,68000,00988A
268A JP,RIGAKU HOLDINGS CORP,0.62,300000,00988A
BKSY US,BLACKSKY TECHNOLOGY INC,0.57,105224,00988A
RKLB US,ROCKET LAB USA INC,0.52,40000,00988A
KEYS US,KEYSIGHT TECHNOLOGIES IN,0.49,10000,00988A
NBIS US,NEBIUS GROUP NV,0.46,20000,00988A
ONTO US,ONTO INNOVATION INC,0.43,10000,00988A
SMHN GY,SUSS MICROTEC SE,0.14,12500,00988A
LITE US,LUMENTUM HOLDINGS INC,7.87,70985,00990A
SNDK US,SANDISK CORP,5.05,44593,00990A
2308,台達電,4.69,628000,00990A
MU US,MICRON TECHNOLOGY INC,3.96,71171,00990A
2330,台積電,3.95,497000,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,3.29,118182,00990A
GLW US,CORNING INC,2.99,145895,00990A
BE US,BLOOM ENERGY CORP- A,2.95,109100,00990A
TER US,TERADYNE INC,2.72,58500,00990A
CIEN US,CIENA CORP,2.64,42342,00990A
5706 JP,MITSUI KINZOKU CO LTD,2.55,92300,00990A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.46,73200,00990A
285A JP,KIOXIA HOLDINGS CORP,2.45,102900,00990A
2383,台光電,2.18,144000,00990A
3653,健策,2.17,110000,00990A
005930 KP,SAMSUNG ELECTRONICS CO LTD,2.09,115810,00990A
AEHR US,AEHR TEST SYSTEMS,1.98,177400,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,1.96,34369,00990A
WDC US,WESTERN DIGITAL CORP,1.92,41462,00990A
6787 JP,MEIKO ELECTRONICS CO LTD,1.82,85300,00990A
2368,金像電,1.76,370000,00990A
AIXA GR,AIXTRON SE,1.76,278437,00990A
2345,智邦,1.74,221000,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.59,86600,00990A
NVDA US,NVIDIA CORP,1.56,62250,00990A
AVGO US,BROADCOM INC,1.53,30960,00990A
SOI FP,S.O.I.T.E.C.,1.31,89943,00990A
3017,奇鋐,1.27,130000,00990A
3037,欣興,1.27,475000,00990A
CRWV US,COREWEAVE INC-CL A,1.15,78900,00990A
COHR US,COHERENT CORP,1.13,26174,00990A
3110 JP,NITTO BOSEKI CO LTD,1.12,53700,00990A
INTC US,INTEL CORP,1.08,132600,00990A
000660 KP,SK HYNIX INC,1.05,10711,00990A
5803 JP,FUJIKURA LTD,1.05,243500,00990A
3533,嘉澤,1.04,101000,00990A
6274,台燿,1,268000,00990A
AMZN US,AMAZON.COM INC,0.99,32200,00990A
GOOGL US,ALPHABET INC-CL A,0.97,23200,00990A
6510,精測,0.84,56000,00990A
2360,致茂,0.83,103000,00990A
META US,META PLATFORMS INC-CLASS A,0.8,9680,00990A
AMD US,ADVANCED MICRO DEVICES,0.79,23100,00990A
ORCL US,ORACLE CORP,0.79,36120,00990A
APP US,APPLOVIN CORP-CLASS A,0.72,11880,00990A
3529,力旺,0.62,36000,00990A
CRWD US,CROWDSTRIKE HOLDINGS INC - A,0.62,11480,00990A
268A JP,RIGAKU HOLDINGS CORP,0.6,340900,00990A
PLTR US,PALANTIR TECHNOLOGIES INC-A,0.6,33200,00990A
RKLB US,ROCKET LAB CORP,0.58,52200,00990A
5274,信驊,0.57,10000,00990A
2467,志聖,0.56,249000,00990A
FSLY US,FASTLY INC - CLASS A,0.53,168600,00990A
4958,臻鼎-KY,0.06,50000,00990A
2330,台積電,5.79,1305000,00992A
3105,穩懋,4.59,3433000,00992A
6669,緯穎,4.24,464000,00992A
6442,光聖,3.96,781000,00992A
8996,高力,3.92,1489000,00992A
2383,台光電,3.75,438000,00992A
6515,穎崴,3.48,150000,00992A
3037,欣興,3.4,2210000,00992A
2345,智邦,3.38,713000,00992A
6223,旺矽,3.08,288000,00992A
3665,貿聯-KY,2.98,567000,00992A
6510,精測,2.85,321000,00992A
3017,奇鋐,2.78,501000,00992A
8299,群聯,2.71,708000,00992A
3533,嘉澤,2.66,466000,00992A
3163,波若威,2.51,919000,00992A
6584,南俊國際,2.27,1333000,00992A
3653,健策,2.23,192000,00992A
2059,川湖,2.14,257000,00992A
2360,致茂,2.13,485000,00992A
3443,創意,2.09,259000,00992A
8046,南電,1.88,1103000,00992A
7769,鴻勁,1.87,193000,00992A
7751,竑騰,1.61,386000,00992A
2408,南亞科,1.56,3265000,00992A
2308,台達電,1.55,356000,00992A
4749,新應材,1.5,698000,00992A
3661,世芯-KY,1.49,173000,00992A
5274,信驊,1.49,45000,00992A
3529,力旺,1.47,154000,00992A
3081,聯亞,1.46,229000,00992A
8358,金居,1.33,1558000,00992A
6274,台燿,1.32,633000,00992A
